fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
3,acos,0.05,optimized,10,5,1.0466516942834982,0.8397856167668549,0.6544892188052316,0.7160277386762145,0.004
3,acos,0.05,optimized,10,10,1.0466516942834982,0.8397856167668549,0.6179375178844957,0.8755886754436067,0.004
3,acos,0.05,optimized,10,15,1.0466516942834982,0.8397856167668549,0.5964739514050225,0.9416387330472615,0.004
3,acos,0.05,optimized,10,20,1.0466516942834982,0.8397856167668549,0.5860912353151074,0.9724354937935178,0.004
3,acos,0.05,optimized,10,25,1.0466516942834982,0.8397856167668549,0.5791902966423029,0.9868870906648708,0.004
3,acos,0.05,optimized,10,30,1.0466516942834982,0.8397856167668549,0.5752876239576797,0.9934942857456337,0.004
3,acos,0.05,optimized,10,35,1.0466516942834982,0.8397856167668549,0.5733869678738986,0.9960464386652714,0.004
3,acos,0.05,optimized,10,40,1.0466516942834982,0.8397856167668549,0.5726662624495598,0.9981263915913526,0.004
3,acos,0.05,optimized,10,45,1.0466516942834982,0.8397856167668549,0.5722997716865507,0.9986997661219018,0.004
3,acos,0.05,optimized,10,50,1.0466516942834982,0.8397856167668549,0.5720805781827163,0.9991095875759392,0.004
3,acos,0.05,optimized,20,5,1.018470655777871,0.8161825373851285,0.6646694945210322,0.7230971155628634,0.004
3,acos,0.05,optimized,20,10,1.018470655777871,0.8161825373851285,0.6209067649682708,0.8789173931431861,0.004
3,acos,0.05,optimized,20,15,1.018470655777871,0.8161825373851285,0.5983120567425976,0.943769702405486,0.004
3,acos,0.05,optimized,20,20,1.018470655777871,0.8161825373851285,0.5867805248166982,0.9734235776921043,0.004
3,acos,0.05,optimized,20,25,1.018470655777871,0.8161825373851285,0.5794023857197154,0.987096761923273,0.004
3,acos,0.05,optimized,20,30,1.018470655777871,0.8161825373851285,0.5753936684963861,0.9934180263329303,0.004
3,acos,0.05,optimized,20,35,1.018470655777871,0.8161825373851285,0.5734475647531593,0.9965518399600077,0.004
3,acos,0.05,optimized,20,40,1.018470655777871,0.8161825373851285,0.572719284718913,0.998380809031532,0.004
3,acos,0.05,optimized,20,45,1.018470655777871,0.8161825373851285,0.5723469025926424,0.9988965659849975,0.004
3,acos,0.05,optimized,20,50,1.018470655777871,0.8161825373851285,0.5721017870904577,0.9991443484213229,0.004
3,acos,0.15,optimized,30,5,1.0128378565461233,0.8125672128555688,0.6627606928243196,0.7196869266760237,0.004
3,acos,0.15,optimized,30,10,1.0128378565461233,0.8125672128555688,0.6211188540456832,0.8784161206074239,0.004
3,acos,0.15,optimized,30,15,1.0128378565461233,0.8125672128555688,0.5997259839253477,0.9452776718118019,0.004
3,acos,0.15,optimized,30,20,1.0128378565461233,0.8125672128555688,0.5861442575844605,0.9726855133026675,0.004
3,acos,0.15,optimized,30,25,1.0128378565461233,0.8125672128555688,0.5795720569816454,0.9871929099220715,0.004
3,acos,0.15,optimized,30,30,1.0128378565461233,0.8125672128555688,0.5752876239576796,0.993255642677777,0.004
3,acos,0.15,optimized,30,35,1.0128378565461233,0.8125672128555688,0.5735687585116808,0.9966862366781085,0.004
3,acos,0.15,optimized,30,40,1.0128378565461233,0.8125672128555688,0.572719284718913,0.9983300047190481,0.004
3,acos,0.15,optimized,30,45,1.0128378565461233,0.8125672128555688,0.57241759895178,0.999008870254699,0.004
3,acos,0.15,optimized,30,50,1.0128378565461233,0.8125672128555688,0.5721229959981989,0.9991871310002567,0.004
3,acos,0.2,optimized,40,5,1.0113820076515645,0.8106191362911912,0.6672145634499824,0.7238383144950177,0.004
3,acos,0.2,optimized,40,10,1.0113820076515645,0.8106191362911912,0.6209067649682708,0.8775856040129438,0.004
3,acos,0.2,optimized,40,15,1.0113820076515645,0.8106191362911912,0.6002915547984478,0.9457823820168804,0.004
3,acos,0.2,optimized,40,20,1.0113820076515645,0.8106191362911912,0.5863563466618731,0.972697806136946,0.004
3,acos,0.2,optimized,40,25,1.0113820076515645,0.8106191362911912,0.5794448035351979,0.9870685538438437,0.004
3,acos,0.2,optimized,40,30,1.0113820076515645,0.8106191362911912,0.5753583203168172,0.9935652770988425,0.004
3,acos,0.2,optimized,40,35,1.0113820076515645,0.8106191362911912,0.5735384600720503,0.9965895685980011,0.004
3,acos,0.2,optimized,40,40,1.0113820076515645,0.8106191362911912,0.572719284718913,0.9982864157224558,0.004
3,acos,0.2,optimized,40,45,1.0113820076515645,0.8106191362911912,0.5723469025926424,0.9988576457222174,0.004
3,acos,0.2,optimized,40,50,1.0113820076515645,0.8106191362911912,0.5721229959981989,0.9991871310002567,0.004
3,acos,0.25,optimized,50,5,1.0116137638602793,0.8102847150139338,0.6672145634499824,0.724069577194382,0.004
3,acos,0.25,optimized,50,10,1.0116137638602793,0.8102847150139338,0.6202704977360333,0.8767523835099924,0.004
