fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
2,acos,0.05,optimized,10,5,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,10,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,15,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,20,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,25,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,30,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,35,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,40,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,45,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,10,50,1.0422845103003406,0.8315447509879709,0.001
2,acos,0.05,optimized,20,5,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,10,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,15,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,20,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,25,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,30,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,35,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,40,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,45,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.05,optimized,20,50,1.0134199344736394,0.8088569950139722,0.001
2,acos,0.15,optimized,30,5,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,10,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,15,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,20,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,25,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,30,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,35,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,40,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,45,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.15,optimized,30,50,1.0058755125831726,0.8021964672103955,0.001
2,acos,0.2,optimized,40,5,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,10,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,15,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,20,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,25,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,30,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,35,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,40,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,45,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.2,optimized,40,50,1.0034049051919818,0.8002902030213874,0.001
2,acos,0.25,optimized,50,5,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,10,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,15,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,20,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,25,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,30,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,35,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,40,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,45,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.25,optimized,50,50,1.0031919650807637,0.7995794169721394,0.001
2,acos,0.3,optimized,60,5,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,10,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,15,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,20,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,25,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,30,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,35,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,40,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,45,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,60,50,1.0032643352150286,0.7993701053353222,0.001
2,acos,0.3,optimized,70,5,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,10,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,15,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,20,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,25,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,30,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,35,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,40,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,45,1.003402424591032,0.7996472147160588,0.001
2,acos,0.3,optimized,70,50,1.003402424591032,0.7996472147160588,0.001
2,acos,0.35,optimized,80,5,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,10,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,15,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,20,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,25,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,30,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,35,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,40,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,45,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,80,50,1.0043761875449115,0.8004858092616479,0.001
2,acos,0.35,optimized,90,5,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,10,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,15,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,20,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,25,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,30,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,35,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,40,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,45,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.35,optimized,90,50,1.0047155350519719,0.8005845977718224,0.001
2,acos,0.4,optimized,100,5,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,10,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,15,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,20,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,25,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,30,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,35,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,40,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,45,1.005501619882414,0.8012472953243243,0.001
2,acos,0.4,optimized,100,50,1.005501619882414,0.8012472953243243,0.001
2,ami,0.15,optimized,10,5,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,10,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,15,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,20,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,25,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,30,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,35,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,40,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,45,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.15,optimized,10,50,1.0526153762607655,0.8333213291818252,0.001
2,ami,0.3,optimized,20,5,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,10,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,15,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,20,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,25,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,30,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,35,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,40,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,45,1.0308867742990757,0.8174437008131001,0.001
2,ami,0.3,optimized,20,50,1.0308867742990757,0.8174437008131001,0.001
